Participant,group,Att
R_32PDnIqJKVInqSt,rep,1
R_32VNpDDnU2vTo10,rep,1
R_330RX9NaXUNt0os,rep,1
R_338vTOlJzQQYeKd,rep,0
R_33d0zPlsrsAyoui,rep,1
R_33EILTSpqhYsY2A,rep,1
R_33mzcGmmfCchQys,rep,0
R_3CBlnT93UWJy6Pf,rep,1
R_3CEmmeOOLibVosq,rep,1
R_3CN6jxR8GtZpb81,rep,1
R_3D1GfUUG0E0DvF5,rep,0
R_3D5bg7jxuLaqehq,rep,0
R_3dRZQrMJMIablUA,rep,0
R_3dXp0F5Dw1b7AiV,rep,0
R_3e0GqMvFtcvJFNn,rep,0
R_3E9LgsxkIBEkOgl,rep,1
R_3e9Xmt5O7t562hb,rep,1
R_3eghx9AzmISf1a4,rep,0
R_3ekSaFyRuaAJYwF,rep,0
R_3elQc6mtprROSCQ,rep,1
R_3Eou7oCUNafudNJ,rep,0
R_3Esh0utVczfXUfh,rep,0
R_3ezsiXuHmnnSk9r,rep,1
R_3fAJ2DzOboxWOAX,rep,1
R_3fDxBPr63ao5Nnp,rep,0
R_3fHkYWxk11FWxOX,rep,1
R_3fK6B40SAF2q2kD,rep,0
R_3FK7UKDjuJLThgV,rep,1
R_3fK95EAAhN6i5zZ,rep,3
R_3foE4ypUA8bkiqn,rep,1
R_3fOXYAIFIqN02CL,rep,1
R_3frTEiSaRhuSZgY,rep,0
R_3G3C4qov6o6YMmT,rep,1
R_3g70h15VV6Sq0SU,rep,1
R_3GixcBrbOuvsKlp,rep,1
R_3gTuclVgUSnaRy9,rep,0
R_3gZSYiQxUaog09Y,rep,0
R_3h6DEx52PITAWex,rep,1
R_3HAXKVIbbpDn8kZ,rep,1
R_3hGTYoLoEN7LSsX,rep,0
R_3HOoYSmAOsblw4X,rep,1
R_3HqaMmgLZoXr2ci,rep,1
R_3htnNNEpPwgFkva,rep,0
R_3I6xlaOH6HGik45,rep,1
R_3IbHr9ZCwzWFH5i,rep,1
R_3iI2vcTHA1YRoCa,rep,1
R_3iKiOa52nYWPhIj,rep,1
R_3iqXBZ9JUAlPL25,rep,0
R_3iWkSrlnVlt6B77,rep,1
R_3ix0bzW73LU8W2q,rep,0
R_3iy7aGyja6Zizmx,rep,1
R_3J9kZOOPWLDEajB,rep,1
R_3JeL5MtPwUYwxfY,rep,0
R_3JhkHzq6hB8cfjJ,rep,1
R_3JJY63cibC5euEL,rep,0
R_3Jqqg5ZLIn2hQ1y,rep,0
R_3Jqqpz4oXMCAtvM,rep,0
R_3jSUxdEW96SgCit,rep,0
R_3jSw9EfQ22MHV8w,rep,0
R_3JwTecO1rJ8pTzt,rep,0
R_3kiEvgvPoy0hlJr,rep,0
R_3KJwoujefNvMQJT,rep,0
R_3kLKZJ0udanGldx,rep,0
R_3kM7e3ifwoBSBJF,rep,1
R_3Kwn2XsJF4oLGet,rep,1
R_3LefV9Iw0jyM1hD,rep,1
R_3Lj633VoMx9V2Dc,rep,1
R_3lQTx2gUuzmG4r1,rep,2
R_3lVLpdKOvSAuT3U,rep,1
R_3lW6X1VSVfkNPd3,rep,1
R_3lX2DfChM1Ec8q0,rep,1
R_3lzzOCzyUxDnzmy,rep,1
R_3M4lw3bM51otyqm,rep,1
R_3Mb47HZaP5C7mbT,rep,1
R_3MnTpiNSkimFIwF,rep,1
R_3MtjuV9HKxkibIB,rep,0
R_3n7yMoEX06DPMSd,rep,1
R_3NJ5pjRngLSQJYv,rep,0
R_3NKdEeoUQ29Ary4,rep,0
R_3NKy7HjH2rCq4gM,rep,1
R_3NPb6ORwlOGipuI,rep,1
R_3nPeKhnCID0zDFo,rep,1
R_3O0lrKyZdO4bZYF,rep,0
R_3O6VVCmOR5viTJX,rep,0
R_3O8lJXWTTo57z5J,rep,1
R_3oNgYC51I1xG1JA,rep,0
R_3Oqsm51tYyQ0S6V,rep,0
R_3oTl3MgZdj3jOi2,rep,3
R_3PCamGyI4HnJeMi,rep,1
R_3PcMcIAAwHguRxw,rep,0
R_3PGYGxcnoqqDkCA,rep,1
R_3pigVzqGTCIp3BI,rep,0
R_3PiwrRA4bRAhYTJ,rep,1
R_3PjFUugEPfmCHE5,rep,1
R_3Pn5T0aapvkqt1V,rep,1
R_3Pp3NsS5EwERNfT,rep,1
R_3pt1hMpb1dbxFND,rep,1
R_3PtuISagNYkUlQj,rep,0
R_3PWX4UjYE2Tuae8,rep,0
R_3QFyQXdMF4m9tBT,rep,0
R_3qgkH26PDHZtGBY,rep,1
R_3qgqlm7VrF5sGTw,rep,1
R_3qIMaswdVHKZPxK,rep,0
R_3QLSN4G7B0jrzZf,rep,3
R_3qQbTL1OUBfOoee,rep,0
R_3QVmWDUU9HA4G3M,rep,1
R_3qy8vUTyplt86FO,rep,1
R_3qyQoXCmrTlUxgV,rep,1
R_3r1zLugfcAiGlZY,rep,1
R_3r2MroSd1FMEUlH,rep,1
R_3R8hpDQcihYVrUJ,rep,1
R_3rf1H8WPXc7UbnP,rep,1
R_3sbvmo3B1718N1p,rep,1
R_3VkIN3ITjL28rjr,rep,1
R_4IUOlWYz61FccBH,rep,0
R_5bVy8ST3UHgRaA9,rep,1
R_5iIdcJ0Gb3SBQoF,rep,1
R_5tY6bMwewPGt8wF,rep,1
R_6gpu9ZFRenVQYKZ,rep,0
R_6GtJgY8kVOZ5rSV,rep,0
R_6JwmvAujbCDaGWd,rep,1
R_6nTi5VlTRwGpkTD,rep,1
R_6QHqripyFchBGkV,rep,1
R_6XqkKsEtKenfagx,rep,0
R_74E2ZpwV2SAneKZ,rep,0
R_7NDUDeCene9h7Ox,rep,1
R_8cEjzbftDdlmOul,rep,1
R_8jnpJ73cQrE5rgt,rep,0
R_8nLMdHvC5RqjHcB,rep,1
R_8pLNQj6gT0SuyaZ,rep,0
R_9Br5sPcU0Igbqs9,rep,1
R_a9jNtObDHepT7kl,rep,0
R_Aj7PwJsCWgNR3a1,rep,0
R_AnyjafwrKVyXk3L,rep,1
R_ApOar66omy97rm9,rep,1
R_AzKiAn6Mvnd28eZ,rep,0
R_b7bgLmeohdqMIVz,rep,1
R_BD2MHebmjn556OB,rep,1
R_bDybYi9jbqEy3N7,rep,1
R_bHs609pTsmqt9jH,rep,0
R_Bs1um2eixLs8qgV,rep,0
R_bsEkNApnvKQJ5gl,rep,0
R_CkO4AFU7ccz47xT,rep,1
R_cUSev2x4xgAib5f,rep,0
R_d6iQ6i8tqfWLUlz,rep,1
R_DeHknzMD31oWzBf,rep,0
R_DMhVQVRl4sygUbT,rep,0
R_DOEjj22RbbjCJAl,rep,1
R_DTutFYqJyhLA3rr,rep,0
R_eapv3B5BiCuyqEV,rep,1
R_egnvLGr34g5UzrX,rep,1
R_em7DBTU0ZGdKpHP,rep,1
R_ePRSZwD9BGZ3WSJ,rep,1
R_exES9DzU42mEVnb,rep,0
R_OBdKcLmU1HGSDNn,rep,0
R_OC4qyvPKKecsFxv,rep,1
R_Oe3Uo33kT5zSfLz,rep,1
R_oYN3QyoyOrPLe9z,rep,1
R_pEmuv7vYkeWm2Wt,rep,1
R_pRYWDmnoQrJXtT3,rep,0
R_PTyWxhW1ynZLW01,rep,0
R_PvOnPfQD1JiIBsB,rep,0
R_PYSbOx7D5CbSTap,rep,1
R_pzMTSXEMpNHCydj,rep,1
R_qDXf51YvWe5lgC5,rep,1
R_QmO3Se3S2TkHRRL,rep,0
R_qOUWDAwizKyUxTH,rep,0
R_rdIT4aUUwluvRy9,rep,0
R_rdz3AIu952CeFlT,rep,1
R_Rf2CeJ5uGNDJ7od,rep,0
R_Rst5lwfmxyjFC7L,rep,1
R_SB6PTZrBOKksfiF,rep,1
R_sbBCIc171xVvZG9,rep,0
R_SBjDCgjv4Xvt2hj,rep,1
R_sBRa7d7knsNnONz,rep,2
R_sLJJJELXy8Ews1P,rep,1
R_sYhEEKCgN51yDcZ,rep,0
R_T13DtPmSzvKD9Ml,rep,1
R_tLmJn2ETNFAEAWB,rep,1
R_TmTqsftGriBgvDz,rep,1
R_TvDV4hZl47v2AGB,rep,0
R_u4gYwMyZQ82E9Vf,rep,1
R_u53bghE2hPJRzZ7,rep,1
R_U9APkhsuMdykOUF,rep,1
R_UgRYP9J22yPy9EJ,rep,1
R_Um9a7tZcNFGkCYx,rep,0
R_umhIpeg89Vt1QYx,rep,0
R_UQKVBh9TbXgEiqJ,rep,0
R_V3WE9RiT6L9hPH3,rep,1
R_vTeSUfxHu8GpLAl,rep,1
R_VUPlIPbJYuTDIUF,rep,2
R_vYzCupSLEYJ33eV,rep,0
R_vZ7h6rpQ3kYqcZX,rep,0
R_W2TYscZcqNC0oSJ,rep,1
R_W6bNw2tJKLAwwTL,rep,0
R_W9Dum6mqZ6ah2YV,rep,0
R_WCpk4QdlRdm2ZoJ,rep,0
R_We9ekCoZDD3yy5z,rep,0
R_WjmmujreMod2GsN,rep,1
R_wLD23zsdYLvXpGp,rep,0
R_wSsuqdS28slkNmp,rep,1
R_wTxUWvLlUvOwfe1,rep,1
R_WxGpyTK4CcVm4Pn,rep,0
R_wZY5PVpG9Cfba0x,rep,2
R_xE1DcFiTNBsCHJv,rep,2
R_XhQ9BDPKcc3Oikx,rep,0
R_xmUgfbjPDmBCSsx,rep,2
R_XZkw7U8XcZMjxHH,rep,0
R_xzlte96JshaJ237,rep,1
R_Y31eIKNwETKvYe5,rep,1
R_yBGVEP8iGfV0T1n,rep,0
R_yqZ2PM85b2Vp865,rep,0
R_yUc92aMzNXghC81,rep,1
R_YWfBQoJsMqJggBr,rep,0
R_yX4g3BJX7fhFS1z,rep,0
R_Z7Ath8JasgSqXN7,rep,0
R_Za7t0zkfhuOmZNv,rep,0
R_ZgDkygG6YbO23Qd,rep,1
R_2Egi6pQShB2qEo0,Neither,
R_1DBhsjZMWOtdMg8,Neither,
R_1jlEgPyS9G6e8dh,Neither,
R_2vbFZi4bI8CTOCY,Neither,
R_NUsRli05nStPsC5,Neither,
R_2YIXPukAeN7zS8P,Neither,
R_bloIzG32EFXHl7z,Neither,
R_tDSfSFVyNmpBfKp,Neither,
R_2S1bYoycb0iH7Bx,Neither,
R_3CZ5Tgu3wph0sx6,Neither,
R_3dzbwg4EeijdQTT,Neither,
R_1LRKGKqDl7hX1hC,Neither,
R_qQGIGOvi8tum0MN,Neither,
R_3PoVR628qkMi6pJ,Neither,
R_1jkQ7UmeosMnVdq,Neither,
R_29cf3M92gFd0xxS,Neither,
R_1j8thM7lSZWP2Ou,Neither,
R_3lXFyDeV0sHDlgM,Neither,
R_1OGZJUXVZdbmcEd,Neither,
R_1pR0nnVJu3rPbr3,Neither,
R_Tn0sx5H3oi6DzH3,Neither,
R_cOocaTFg6rU5Olb,Neither,
R_129ifzdpiCqdNG9,Neither,
R_RIZsyvnaoKmqci5,Neither,
R_6FJ4IpBzc5ecUpj,Neither,
R_D01OjtJFaCDFuiB,Neither,
R_RRdySpkM9hab4wF,Neither,
R_3Hh88xjIFYXzu7o,Neither,
R_2rURoeBMsdCXubJ,Neither,
R_2P1Yj7j8FDIZlEb,Neither,
R_przwi61GTTFSREt,Neither,
R_5A6G8HcdJOqKead,Neither,
R_3h4twVxuZiM989g,Neither,
R_2UXFvauE8TFjUQH,Neither,
R_3HprsrPDpE8hD2s,Neither,
R_3Dnj9vyjkmiNYaf,Neither,
R_2wjDNrjwKsAVtns,Neither,
R_OjaV92LJEYLLDyh,Neither,
R_1jcRFOtGLJDr4dv,Neither,
R_2qqp9PaCmJn6eCu,Neither,
R_7QjyKwBwxpEuU3n,Neither,
R_2qmTrkvzAKoba1a,Neither,
R_2wFXQAA4OeRdT3X,Neither,
R_2Srg1niUVmvhfB4,Neither,
R_2zOaI9erczHGGy4,Neither,
R_RldDVVnrGvzeSrv,Neither,
R_3mfYsoxvUrul4D2,Neither,
R_3fuWU55DipGTOOM,Neither,
R_3HSoc0mCvxYmOIn,Neither,
R_21v1MDC64WFIaxF,Neither,
R_2wHVafNMHZiswoA,Neither,
R_33dPYtuHpzM0p0w,Neither,
R_3G1XI9rSlzzkKul,Neither,
R_UgemVCT2dmV23q9,Neither,
R_22D3qrZtiAMOJrh,Neither,
R_2EG27lg3qdjyqA2,Neither,
R_OqCveOew478FC1P,Neither,
R_1rDNBhTe8DkNy9k,Neither,
R_OqCveOew478FC1P,Neither,
R_1rDNBhTe8DkNy9k,Neither,
