"","X","Participant","honesty_Q","totMturkStudies","totEconStudies","totPsychStudies","age","gender","education","income","Pol.Affil","threat1","threat2","Q1350","Q.B_P.status_1","Q.B_P.status_2","imp","Val","Condition","HH","EX","Att","NFC","ethnicity","group","n_trials","in_samples","out_samples","In.Est","Out.Est"
"1",1,"R_033BftAKPgz9wtP",6,"500","50","150",55,0,7,7,3,5,3,5,30,72,"posOutgroup","pos",2,5.6,4.2,1,4,0,"dem",12,6,6,62,73
"2",2,"R_0Ng66QY9QcqXFcd",6,"750","120","40",41,1,3,0,3,2,5,5,61,26,"posIngroup","pos",1,4.7,4.7,1,3.82352941176471,0,"dem",20,10,10,40,66
"3",3,"R_10AyiiQ56y4ckq7",3,"2000","100","200",34,0,4,6,1,1,2,5,38,70,"negIngroup","neg",2,3.8,3.1,1,3,0,"dem",1,1,0,64,62
"4",4,"R_10GDW1EcyPxUGWM",7,"26000","1000","5000",60,1,2,7,1,1,4,4,55,66,"negIngroup","neg",1,4.3,4.9,1,4.05882352941176,1,"dem",4,2,2,74,66
"5",5,"R_10UwdRkOE7MqM5m",6,"3000","15","50",27,1,4,7,2,3,3,6,60,55,"posIngroup","pos",2,4.3,5.3,1,3.82352941176471,0,"dem",14,6,8,55,62
"6",6,"R_10UYvX0ckkNzVM9",6,"1000","200","100",25,0,2,5,3,5,4,5,51,47,"negIngroup","neg",3,4.1,4.4,1,3.23529411764706,1,"dem",8,4,4,72,60
"7",7,"R_10x9Ob845C3VAFU",6,"1600","10","50",23,1,4,3,2,1,2,2,35,90,"posIngroup","pos",3,3.5,3.9,1,2.94117647058824,0,"dem",8,4,4,67,64
"8",8,"R_11aOMtBT4uc5svP",6,"1000","200","500",56,1,3,7,2,2,4,5,58,58,"posOutgroup","pos",3,4,5.5,1,4.11764705882353,0,"dem",17,7,10,65,60
"9",9,"R_11gyJFTzgJeEdsq",6,"50","20","10",27,0,4,5,3,5,6,5,73,76,"negIngroup","neg",2,4.3,4.7,1,2.47058823529412,0,"dem",18,10,8,68,74
"10",10,"R_11ZnNmABCB2FJxf",6,"4700","250","400",36,1,2,7,1,3,3,2,52,48,"negIngroup","neg",3,4.6,5.3,0,4.58823529411765,0,"dem",2,2,0,69,68
"11",11,"R_124QnQHJOfl6p2H",5,"500","25","300",31,1,4,4,3,3,4,2,57,52,"posIngroup","pos",3,3.6,3.4,0,3.17647058823529,0,"dem",10,5,5,68,71
"12",12,"R_12En14IiK2vX3Py",6,"5000","50","1000",58,1,5,6,2,1,1,5,60,60,"negOutgroup","neg",3,4.1,NA,0,3.88235294117647,0,"dem",12,6,6,80,75
"13",13,"R_12lQZxT9G6g3DZR",7,"500","100","400",42,0,4,7,2,3,3,6,75,95,"negOutgroup","neg",1,5.1,2.9,0,4.11764705882353,0,"dem",3,1,2,56,72
"14",14,"R_12ojRLCZOifLkMQ",7,"150","30","15",27,1,4,7,1,6,7,6,83,61,"posIngroup","pos",3,4,3.8,1,2.52941176470588,0,"dem",8,4,4,77,61
"15",15,"R_12Sw1kMoAc5LoX7",7,"13800","3000","6000",57,0,4,2,2,3,3,5,60,40,"posOutgroup","pos",2,5.2,3.9,0,3.82352941176471,0,"dem",4,1,3,62,58
"16",16,"R_1BUUvTXm4rTKjLe",7,"70","5","30",24,0,4,7,2,3,3,4,50,90,"negOutgroup","neg",1,5.1,3.7,0,3.58823529411765,1,"dem",8,4,4,53,65
"17",17,"R_1BVOfvgaANFKXnM",6,"1300","20","40",29,1,2,3,2,1,3,3,69,5,"posIngroup","pos",2,4.1,3.6,1,4.17647058823529,0,"dem",27,14,13,70,65
"18",18,"R_1BY4R5fA1jRMWdy",6,"4000","1000","1000",31,0,2,0,1,1,1,6,61,20,"negIngroup","neg",3,3.3,3.7,1,3.41176470588235,0,"dem",4,2,2,83,60
"19",19,"R_1C9efAQOqsGHOKJ",4,"10000","100","1000",39,0,5,7,1,4,4,3,60,70,"negIngroup","neg",1,4.6,4.3,0,4.64705882352941,0,"dem",28,17,11,61,66
"20",20,"R_1CEDIYMvvGLhqV0",5,"15000","1000","8000",34,0,4,5,2,2,2,5,41,64,"posIngroup","pos",3,4.2,4.5,1,3.94117647058824,1,"dem",10,5,5,73,52
"21",21,"R_1CfFKLyIzgq6Gta",7,"10","2","3",27,1,4,5,3,4,1,4,60,30,"negIngroup","neg",2,2.8,5.3,1,4.52941176470588,1,"dem",2,2,0,60,60
"22",22,"R_1CguhcQn2h0plNP",7,"2350","30","500",66,0,4,7,2,2,2,6,31,70,"negIngroup","neg",2,5.3,2.8,1,4.29411764705882,0,"dem",10,5,5,68,68
"23",23,"R_1CkYQvEU5FO4Irz",6,"2,000","50","100",24,0,4,7,2,3,3,6,79,62,"negOutgroup","neg",1,4,3,1,3.58823529411765,1,"dem",10,5,5,63,66
"24",24,"R_1CmwTN2NQK9L6DH",4,"173000","20000","3000",25,1,4,5,2,5,4,6,76,96,"posOutgroup","pos",1,4.3,4.2,2,2.94117647058824,1,"dem",10,5,5,66,84
"25",25,"R_1Cr6dl8MoEV8rH4",7,"5000","100","4000",35,1,5,4,1,1,1,1,65,20,"negIngroup","neg",1,3.7,5.5,0,4.64705882352941,0,"dem",8,4,4,75,65
"26",26,"R_1CvHh1CiZMUk4G8",7,"1154","579","410",32,0,1,1,1,2,1,5,50,97,"posOutgroup","pos",3,5.4,4.3,0,4.70588235294118,1,"dem",8,4,4,72,68
"27",27,"R_1cXGE2QlahRc3Nd",5,"40500","1000","5000",34,0,5,4,1,3,4,6,65,35,"negIngroup","neg",2,2.9,2.6,0,3.94117647058824,0,"dem",7,5,2,60,65
"28",28,"R_1d9VahJcG42xTIa",7,"950","100","300",41,0,3,4,1,2,4,4,61,41,"negOutgroup","neg",1,3.7,4.8,1,3.94117647058824,0,"dem",8,4,4,72,62
"29",29,"R_1dGoFEGWmucpIHe",7,"250","0","2",56,0,4,7,2,7,7,7,60,61,"negIngroup","neg",2,3.6,5.9,0,4.11764705882353,0,"dem",6,3,3,66,47
"30",30,"R_1DHCbfanc0H7poM",6,"1200","500","500",26,0,3,6,1,4,4,6,51,51,"posIngroup","pos",2,4.9,2.6,0,3.70588235294118,0,"dem",23,11,12,65,65
"31",31,"R_1dj0dBZq8yfOi3W",7,"7696","40","60",35,1,3,4,3,4,5,3,44,60,"posOutgroup","pos",3,2.8,3.5,0,3.70588235294118,0,"dem",8,4,4,64,68
"32",32,"R_1dovhkRz4pCagI4",7,"3200","500","300",53,0,2,7,2,1,2,4,50,75,"posOutgroup","pos",2,4.7,5.1,1,3.94117647058824,1,"dem",10,5,5,60,56
"33",33,"R_1dxX0f74LlXCqRY",6,"5000","100","100",30,0,2,5,1,1,1,6,42,70,"posIngroup","pos",2,2.5,5.3,0,1.82352941176471,0,"dem",12,6,6,55,52
"34",34,"R_1dz4JhuGxxQegPk",7,"500","100","200",38,0,3,7,2,2,2,6,65,77,"posOutgroup","pos",1,2.2,3.9,1,3.88235294117647,0,"dem",6,3,3,60,79
"35",35,"R_1E0OaW0sohePmDn",7,"1000","100","700",23,0,4,4,2,3,3,5,50,60,"negIngroup","neg",1,4.9,6.2,0,4.17647058823529,0,"dem",12,6,6,60,75
"36",36,"R_1eEpsCCWvevAE8J",6,"1000","10","20",60,0,4,7,1,2,3,4,95,30,"posIngroup","pos",3,5.8,5.7,0,4.35294117647059,0,"dem",6,3,3,60,52
"37",37,"R_1eFQA62WMWmJuje",7,"6000","2000","4000",37,0,4,6,3,4,4,3,64,45,"negIngroup","neg",3,5.6,4.6,1,4.23529411764706,0,"dem",2,1,1,64,49
"38",38,"R_1f1PGdEI76pEDo3",7,"5000","120","770",38,0,4,3,3,4,3,5,43,59,"negOutgroup","neg",1,4.6,4.5,1,3.29411764705882,0,"dem",3,1,2,59,69
"39",39,"R_1F2MDN3GzTlVB1y",6,"0","0","0",52,0,1,0,1,1,1,5,78,NA,"posOutgroup","pos",1,NA,4.3,1,2.70588235294118,0,"dem",10,5,5,34,35
"40",40,"R_1F3dwCNL0PprcEo",1,"1000","50","700",50,0,3,7,2,1,3,7,80,30,"posIngroup","pos",2,4.8,5.9,1,3.88235294117647,0,"dem",13,7,6,60,60
"41",41,"R_1F5591bRrvaJcDG",7,"650","20","30",31,0,5,3,1,1,2,5,60,40,"posOutgroup","pos",3,4.5,2.8,1,3.70588235294118,0,"dem",10,5,5,75,50
"42",42,"R_1f8AzMzwpYIpNzs",7,"1900","12","25",35,0,3,4,3,1,2,5,39,89,"posOutgroup","pos",2,5,4.5,0,4.05882352941176,0,"dem",8,3,5,65,71
"43",43,"R_1FjihMH7kEuwTxD",7,"500","10","20",35,0,4,6,3,1,1,7,29,84,"posIngroup","pos",2,2.7,2.3,0,2.41176470588235,0,"dem",12,6,6,75,55
"44",44,"R_1fkEHinm4VLH96i",6,"40000","10000","25000",56,0,1,6,3,3,3,4,80,70,"negOutgroup","neg",2,4.8,5.2,1,3.64705882352941,0,"dem",14,7,7,36,31
"45",45,"R_1fkZR5f1WPRfxEY",7,"5000","500","1000",65,1,3,7,1,1,1,7,51,51,"posIngroup","pos",3,5.6,4.8,0,3.94117647058824,0,"dem",10,5,5,70,68
"46",46,"R_1FrB0p7tvOS2SUf",6,"2000","500","1000",40,1,6,5,2,2,2,3,56,45,"negOutgroup","neg",1,4.9,3.7,1,4.23529411764706,0,"dem",6,3,3,61,69
"47",47,"R_1g6I6iiEwGahWgM",7,"400","50","50",36,0,5,7,1,4,4,7,79,36,"posIngroup","pos",3,3.6,5.5,1,4.11764705882353,0,"dem",6,3,3,88,65
"48",48,"R_1GBx4wbrNh7eJWl",7,"2500","200","2000",43,2,5,3,2,1,2,5,86,17,"posOutgroup","pos",3,5.5,4.1,0,4.52941176470588,0,"dem",26,13,13,71,66
"49",49,"R_1GBx9zTtCnXHQJK",7,"52000","500","1000",50,1,4,5,2,1,1,2,60,20,"negOutgroup","neg",1,4.9,3.9,0,2.29411764705882,0,"dem",6,3,3,60,60
"50",50,"R_1gbXvxFk4u9CtEs",7,"Thousands","Most likely hundreds.","Most likely hundreds.",38,1,1,6,2,1,1,7,40,0,"posOutgroup","pos",2,3.3,3,0,3.41176470588235,0,"dem",7,3,4,66,54
"51",51,"R_1GNgJouDxWUYQFY",7,"10000","3000","2000",47,0,3,3,1,1,1,5,61,57,"posOutgroup","pos",3,NA,4,1,2.76470588235294,1,"dem",13,7,6,71,22
"52",52,"R_1goKCaeHxeCW2Ms",7,"500","50","150",60,0,3,5,1,1,2,7,80,60,"posOutgroup","pos",2,5.7,6.2,1,4.76470588235294,0,"dem",6,3,3,65,70
"53",53,"R_1GPlCooQTUzoEen",5,"4235","500","2500",42,1,4,7,2,3,3,3,50,50,"negOutgroup","neg",3,4.2,5.2,1,3.47058823529412,0,"dem",21,11,10,60,63
"54",54,"R_1gqFCypCCeA94Ph",5,NA,NA,NA,NA,0,1,3,2,1,2,5,63,30,"posIngroup","pos",2,3.3,3.9,1,3.11764705882353,0,"dem",20,10,10,65,51
"55",55,"R_1hETMgOPTnhkFAM",4,"1000","50","50",31,0,4,7,3,3,3,5,41,59,"negIngroup","neg",2,4.3,NA,1,3.05882352941176,1,"dem",2,0,2,42,52
"56",56,"R_1hM7BjCYzZ7YbZB",5,"450","100","100",55,1,4,7,3,3,4,5,81,25,"posIngroup","pos",2,4,4.7,1,NA,0,"dem",6,3,3,61,60
"57",57,"R_1HoeIo0FqRHrfa8",6,"10000","0","2",29,0,3,4,1,5,4,6,73,20,"negOutgroup","neg",2,4.5,3.2,1,2.82352941176471,1,"dem",6,3,3,59,64
"58",58,"R_1hPSIRL26qADu0k",3,"16000","10","1000",31,0,4,7,2,6,4,7,33,74,"negIngroup","neg",1,4.8,5.3,1,2.52941176470588,1,"dem",15,7,8,49,79
"59",59,"R_1I42YakLZ1vRf5a",7,"4950","200","1250",65,0,4,3,1,2,2,5,65,55,"posIngroup","pos",3,5.2,4.3,0,4.64705882352941,0,"dem",4,2,2,62,53
"60",60,"R_1i98om0ocB6toSw",5,"2000","500","1000",23,0,4,7,2,2,2,6,48,58,"negOutgroup","neg",2,4.8,4.4,1,2.70588235294118,0,"dem",20,10,10,63,56
"61",61,"R_1iasNGbWqI7Cdsf",5,"2000","400","600",35,1,2,1,2,1,1,2,60,40,"posIngroup","pos",1,5.8,3.3,0,1.76470588235294,0,"dem",6,3,3,60,65
"62",62,"R_1Ic6OE4FDykiPkd",6,"2500","200","200",37,1,2,6,3,3,3,3,61,36,"posIngroup","pos",3,3.8,4.5,1,4.35294117647059,0,"dem",33,16,17,60,60
"63",63,"R_1Ig8v2N6ULsget0",7,"2000","100","100",33,1,4,7,3,2,3,5,90,63,"posOutgroup","pos",3,3.4,5.9,1,3.52941176470588,0,"dem",12,6,6,75,65
"64",64,"R_1ikXFqSzBVkTVlW",7,"3575","50","3000",39,0,4,7,3,1,4,7,80,15,"negOutgroup","neg",1,3.7,4.3,1,3.64705882352941,1,"dem",6,3,3,70,30
"65",65,"R_1Ioa4DE6fLjfOoA",6,"999","50","50",54,0,4,6,2,4,5,6,76,72,"negIngroup","neg",1,4.3,5.4,1,3.47058823529412,0,"dem",10,5,5,70,69
"66",66,"R_1Iu3P8ZAhQs6pw1",6,"750","25","725",59,0,4,7,1,1,2,7,60,85,"posOutgroup","pos",2,5.5,4.4,0,2.76470588235294,0,"dem",6,3,3,66,60
"67",67,"R_1IXjm5PVGgy7A8B",7,"800","200","300",30,1,1,3,2,3,3,5,35,80,"negIngroup","neg",3,2.2,5.6,1,4.52941176470588,0,"dem",4,2,2,71,66
"68",68,"R_1IYMofYVW5WMrRT",5,"600","200","200",28,0,2,1,3,4,4,4,50,50,"posIngroup","pos",3,3.1,2,0,3.05882352941176,0,"dem",6,3,3,71,77
"69",69,"R_1JF1mO0Y6tmWr9o",5,"2400","500","1000",37,0,5,7,2,1,1,7,70,0,"posIngroup","pos",3,5,1.7,1,4.64705882352941,0,"dem",6,3,3,66,54
"70",70,"R_1JOUzpzQwYKGkSG",6,"70","5","30",25,0,4,5,1,2,3,7,40,20,"posIngroup","pos",1,4.5,3.6,1,3.76470588235294,1,"dem",5,0,5,54,68
"71",71,"R_1joZPf2TQqharp3",6,"2100","300","200",27,1,2,1,2,1,1,6,51,51,"negIngroup","neg",3,4,4,2,3,1,"dem",16,9,7,65,66
"72",72,"R_1jP83gWLAFUWNEP",6,"1500","5","30",24,0,4,7,2,2,2,3,70,51,"posOutgroup","pos",2,4,4.4,1,3.88235294117647,0,"dem",10,6,4,54,75
"73",73,"R_1jq3CATNsHe799W",7,"32951","1200","1400",55,0,3,4,3,5,5,7,77,35,"posOutgroup","pos",1,4.4,6.5,0,2.11764705882353,0,"dem",3,2,1,55,84
"74",74,"R_1JUYbmDSWig8CbG",7,"5000","500","2000",55,0,4,7,1,2,1,7,84,28,"negIngroup","neg",1,1.9,5.6,1,3.35294117647059,0,"dem",41,23,18,100,82
"75",75,"R_1JVjr6g6yVPHtBB",5,"12000","2500","9500",25,1,0,3,2,3,3,4,75,70,"negOutgroup","neg",2,4,3.9,1,3.47058823529412,0,"dem",7,4,3,46,62
"76",76,"R_1K1n7KjunQ02b2p",7,"27,000","15,000","7,000",54,1,3,5,1,6,6,5,39,96,"negIngroup","neg",3,5.2,5.9,1,3.94117647058824,1,"dem",6,2,4,60,70
"77",77,"R_1KeQUnRXfcDWzxf",6,"1385","100","400",22,0,4,7,3,3,3,4,71,31,"negIngroup","neg",1,3,4.3,1,3.82352941176471,0,"dem",12,6,6,63,66
"78",78,"R_1KrUu067h0ZtTWL",5,"50","0","1",40,0,4,4,2,1,2,7,40,70,"posOutgroup","pos",2,5.8,3.1,1,3.94117647058824,0,"dem",28,15,13,58,71
"79",79,"R_1KwgYi27KhC7R30",6,"1000","30","200",52,0,4,1,1,3,3,6,40,69,"negOutgroup","neg",3,4.6,3.6,0,3.23529411764706,1,"dem",5,1,4,64,54
"80",80,"R_1lc249AjpTJYApE",6,"400","100","100",37,0,4,4,1,2,2,7,87,73,"posOutgroup","pos",1,4.2,4,0,4.23529411764706,0,"dem",4,2,2,73,52
"81",81,"R_1LO0lNk68GKcxQN",6,"2500","3","100",63,0,2,1,3,2,2,6,81,86,"posOutgroup","pos",3,4.4,4.9,0,3.82352941176471,1,"dem",9,9,0,77,60
"82",82,"R_1Lo3JGDuuknUL05",3,"50","10","5",27,0,4,4,3,5,4,5,72,80,"posIngroup","pos",3,4.4,4.4,1,2.41176470588235,0,"dem",6,6,0,69,74
"83",83,"R_1LosBCcbbOO9P7D",6,"530","30","200",53,0,0,5,3,4,5,2,100,62,"posOutgroup","pos",2,4.6,1.9,0,3.94117647058824,0,"dem",6,3,3,20,38
"84",84,"R_1mmUMXgvzxLyls6",5,"1850","25","20",46,1,5,7,3,5,6,2,67,60,"negIngroup","neg",2,4.4,5.3,1,3.76470588235294,0,"dem",8,4,4,68,66
"85",85,"R_1MPXgXUTFQOKsWh",6,"10000","1000","2000",30,1,4,0,3,4,5,3,72,58,"negIngroup","neg",1,3,2.3,1,1.52941176470588,0,"dem",6,3,3,56,67
"86",86,"R_1MQ9akaXG45j4DC",7,"52000","200","2000",50,1,4,5,2,1,1,3,80,19,"negIngroup","neg",2,4.7,3.8,0,2.35294117647059,0,"dem",11,6,5,75,70
"87",87,"R_1MSvVD3YiZN0Ik5",5,"600","10","50",30,1,5,7,1,4,4,5,94,23,"negOutgroup","neg",1,4.2,4.4,1,2.05882352941176,0,"dem",15,7,8,58,64
"88",88,"R_1mUaTIHMH52wQbu",7,"6000","20","5000",39,1,4,5,2,1,4,6,65,33,"negOutgroup","neg",3,4.4,2.3,1,4.52941176470588,0,"dem",10,5,5,65,50
"89",89,"R_1my21JVvRwmPKWw",1,"40","10","10",32,0,4,2,1,7,4,3,65,NA,"posIngroup","pos",3,3.6,4.2,1,2.29411764705882,1,"dem",8,5,3,52,76
"90",90,"R_1N3VTvfGwYUtev6",6,"60","10","25",32,0,4,6,1,2,2,7,70,80,"negOutgroup","neg",3,5.2,3.8,0,4.29411764705882,1,"dem",5,4,1,68,65
"91",91,"R_1N4d7DbfspmrS87",6,"2,756","Less than 100","300 plus",40,0,2,5,1,3,5,2,51,49,"posIngroup","pos",1,4.6,5.4,1,3.58823529411765,0,"dem",6,3,3,58,72
"92",92,"R_1ND2gL1GO1zvGJ4",5,"A3PRFA3M7OSCT5","25","250",56,0,4,6,2,3,3,5,62,86,"negIngroup","neg",2,3.5,3.5,1,3.94117647058824,0,"dem",8,4,4,63,69
"93",93,"R_1NmsEGfzpSYaVYB",5,"1500","300","1200",37,1,2,0,2,3,3,5,75,60,"negIngroup","neg",3,3,2.8,1,3.70588235294118,0,"dem",10,5,5,70,72
"94",94,"R_1Nn9pjLS0LMrn22",3,"1400","100","500",28,1,5,5,2,7,7,6,61,37,"negOutgroup","neg",2,3.9,4.1,2,NA,0,"dem",6,3,3,68,47
"95",95,"R_1nTKbjjLZBwP4CB",6,"9000","100","50",39,1,6,3,2,4,3,3,57,47,"posOutgroup","pos",1,3.9,4.4,1,3.76470588235294,0,"dem",19,10,9,53,65
"96",96,"R_1NzjDQ96sztwWKq",6,"100","5","5",33,0,2,7,3,2,2,5,70,90,"posOutgroup","pos",3,5.4,6.1,1,4,0,"dem",24,12,12,61,60
"97",97,"R_1NzuNw4BwmTpmbY",5,"350","20","50",21,0,3,7,1,3,3,5,35,80,"negIngroup","neg",2,4.1,4.1,0,3.35294117647059,0,"dem",17,11,6,66,68
"98",98,"R_1o6GkcTZKfBLttY",7,"2000","100","1200",65,0,5,6,1,4,2,4,50,50,"negOutgroup","neg",1,4.9,4.9,0,3.41176470588235,0,"dem",12,6,6,60,60
"99",99,"R_1OB6nrhp2XZMh4v",7,"720","30","50",51,1,2,7,2,1,3,6,50,50,"negOutgroup","neg",1,5.8,4.8,1,4.70588235294118,0,"dem",11,6,5,77,67
"100",100,"R_1oC5bGCd258VyEk",7,"4910","350","600",44,1,4,2,3,2,2,6,40,60,"negOutgroup","neg",2,5,5.7,1,3.35294117647059,1,"dem",6,3,3,73,69
"101",101,"R_1ODnbPDj0OZ2tr3",5,"3000","43","120",49,1,2,1,3,2,2,4,27,67,"posIngroup","pos",1,4.5,2.5,1,3.76470588235294,0,"dem",19,10,9,65,54
"102",102,"R_1odwZ08grL04X96",6,"500","50","50",38,1,2,3,1,4,4,5,85,75,"posIngroup","pos",1,5,3.5,1,3.76470588235294,0,"dem",11,6,5,60,65
"103",103,"R_1OHMGO9wEMPlRWS",7,"500","50","50",38,1,2,3,1,3,3,5,85,45,"negOutgroup","neg",2,4.7,3.3,1,3.47058823529412,0,"dem",23,12,11,63,60
"104",104,"R_1OKamkxf6ZaLNQl",6,"15","0","1",36,0,4,6,1,1,1,6,80,20,"posOutgroup","pos",3,5.1,2.7,0,3.47058823529412,0,"dem",4,2,2,60,55
"105",105,"R_1oo0jmJHwefItOx",7,"430","5","20",42,0,3,6,2,3,2,6,70,70,"posIngroup","pos",3,4.9,4.1,0,3.76470588235294,0,"dem",17,9,8,68,65
"106",106,"R_1OQ8ivKKXpHcKmT",7,"6200","25","25",39,0,4,4,1,1,1,1,100,52,"posIngroup","pos",3,5.4,6.9,0,4.41176470588235,0,"dem",6,3,3,93,80
"107",107,"R_1otcDm6thTlrMay",6,"18000","200","10000",43,0,4,7,1,2,2,3,70,70,"negIngroup","neg",3,5.2,5.9,0,3.82352941176471,0,"dem",10,5,5,74,63
"108",108,"R_1oteflu7aTkAtyG",6,"3000","200","200",34,2,2,7,2,1,1,5,50,50,"negIngroup","neg",3,4.1,2.9,1,3.47058823529412,0,"dem",10,5,5,60,60
"109",109,"R_1OWijP8h75rWojI",6,"1300","200","800",25,1,5,7,2,4,4,5,80,74,"negOutgroup","neg",1,4.6,3.9,1,4.29411764705882,1,"dem",8,4,4,44,60
"110",110,"R_1P1t4Fcd7OHIgrW",6,"1000","20","50",30,0,2,2,2,4,4,3,70,80,"negOutgroup","neg",3,3.2,4.5,1,3.52941176470588,0,"dem",17,7,10,70,70
"111",111,"R_1PbeU2lXoz2sOHk",7,"5000","1000","1000",42,0,4,7,3,1,7,2,51,51,"posOutgroup","pos",1,4.1,3.9,0,3,0,"dem",14,7,7,63,66
"112",112,"R_1PbFubIQlkb0Jph",7,"500","75","150",28,0,3,5,1,2,2,3,71,20,"posIngroup","pos",3,2.6,5.4,1,4.70588235294118,0,"dem",2,1,1,65,60
"113",113,"R_1PbHfiyrdAPJyYH",6,"10000","25","50",29,0,5,3,1,4,2,7,38,62,"negIngroup","neg",3,5.9,3.8,1,3.70588235294118,0,"dem",3,0,3,65,70
"114",114,"R_1pEhfjb4KSBXdu7",4,"100","10","10",28,1,4,0,2,1,1,5,23,0,"negOutgroup","neg",3,4.1,3.7,1,2.76470588235294,0,"dem",12,7,5,51,54
"115",115,"R_1PRCSAzvdcAVyuG",4,"26000","1000","8000",37,1,3,0,2,3,5,2,49,50,"negIngroup","neg",1,4.1,4.1,1,3.88235294117647,0,"dem",8,4,4,60,66
"116",116,"R_1pRoQxn63dukO6Q",6,"4","1","2",33,0,2,7,1,3,2,5,80,60,"negOutgroup","neg",1,5.4,4,0,2.76470588235294,0,"dem",3,2,1,81,66
"117",117,"R_1PTyD4yxJlAuIZr",6,"1000","25","100",33,0,5,7,1,2,3,5,76,37,"posIngroup","pos",2,4.1,5.6,1,4.11764705882353,0,"dem",3,0,3,64,71
"118",118,"R_1QbzKVn9GCHdjcZ",7,"10000","2000","8000",36,1,4,5,2,1,1,6,50,30,"posIngroup","pos",1,4,3.8,0,3.94117647058824,0,"dem",2,1,1,67,73
"119",119,"R_1QgqQdicjmB8sSz",6,"2000","10","100",24,0,2,4,2,3,3,4,50,50,"negIngroup","neg",2,5.4,4.8,0,3.76470588235294,0,"dem",3,2,1,75,65
"120",120,"R_1QhXYnFZa3Za62Z",7,"520","200","250",42,0,4,7,3,4,4,5,42,63,"posIngroup","pos",1,5.4,5.1,1,3.94117647058824,1,"dem",20,10,10,68,66
"121",121,"R_1QJCq030G6Ls9Qy",7,"2000","10","100",42,0,5,2,1,3,4,7,90,20,"negIngroup","neg",3,3.7,5,0,3.82352941176471,0,"dem",2,2,0,58,63
"122",122,"R_1QL3hRqLtYGR0dn",7,"750","20","30",26,1,4,1,2,3,2,6,75,55,"posOutgroup","pos",2,3.2,4.3,1,3.88235294117647,1,"dem",2,1,1,69,61
"123",123,"R_1qVrUq8zkryUwbK",7,"1800","100","500",60,0,4,7,2,3,3,2,51,60,"negOutgroup","neg",3,4.3,5.8,1,3.76470588235294,0,"dem",9,5,4,67,63
"124",124,"R_1r8laZFAyU710CU",6,"15","1","7",51,0,2,2,2,5,3,2,71,100,"negIngroup","neg",3,3.9,4.3,1,3.11764705882353,0,"dem",13,7,6,64,59
"125",125,"R_1rHX9lPVUetZis7",6,"6000","300","750",56,1,1,7,3,3,4,4,62,25,"posOutgroup","pos",1,4.2,5.4,1,3.47058823529412,0,"dem",2,1,1,48,76
"126",126,"R_1rizCUQwEOFSE4A",6,"400","10","40",35,1,2,1,3,3,2,4,74,33,"negIngroup","neg",1,3.6,3.6,1,3.05882352941176,0,"dem",2,1,1,41,85
"127",127,"R_1rufTwmIQXSpiSq",4,"1000","100","100",38,1,4,7,1,1,1,4,50,49,"posOutgroup","pos",1,5,4.8,0,3.64705882352941,0,"dem",4,2,2,55,55
"128",128,"R_1TjgSYjNpQyYpz3",6,"1000","0","50",19,1,2,0,2,3,3,4,35,67,"negIngroup","neg",2,3,5.4,1,3.52941176470588,1,"dem",50,26,24,52,65
"129",129,"R_1ZzTBKYSeQ94zXr",7,"300","40","75",60,0,3,4,3,1,1,7,67,31,"negIngroup","neg",2,4.9,6.5,1,3.94117647058824,0,"dem",4,2,2,55,47
"130",130,"R_207gd04RsvNAzWV",5,"10000","6000","4000",73,1,2,6,3,5,6,5,60,61,"posIngroup","pos",3,3.7,4.9,0,NA,0,"dem",31,15,16,75,65
"131",131,"R_21aoFA9C6v9y0CV",6,"50","2","10",35,1,2,2,3,4,4,5,78,84,"negOutgroup","neg",1,4.9,4.2,1,2.94117647058824,0,"dem",4,2,2,73,73
"132",132,"R_21G2X7Vhb1UsqyF",7,"1080","0","800",74,0,5,6,2,1,2,5,75,57,"negIngroup","neg",2,5.2,5.8,1,4.47058823529412,0,"dem",14,7,7,68,62
"133",133,"R_21iyJ6cr2IEMYaJ",7,"200","1","0",47,0,1,4,3,3,2,4,63,94,"posOutgroup","pos",1,3.4,2.5,0,3.17647058823529,0,"dem",12,5,7,64,75
"134",134,"R_21vpasxxVQszt9J",7,"Maybe 500? This is difficult to estimate, as I do them from time to time as more of a break from the other tasks.","250","250",31,1,2,5,1,1,2,5,60,40,"posIngroup","pos",2,4.8,4.6,1,3.82352941176471,0,"dem",9,5,4,68,62
"135",135,"R_22JrQoBBPki9MLC",7,"5600","800","4000",62,0,4,7,1,1,1,5,60,60,"negIngroup","neg",2,NA,6,0,2.47058823529412,0,"dem",6,3,3,66,66
"136",136,"R_22lZab9DPpn43MU",6,"10000","300","500",36,1,2,2,1,2,3,6,67,36,"posIngroup","pos",3,4.1,3.7,2,2.58823529411765,1,"dem",10,5,5,61,53
"137",137,"R_22LZUu0aQJcaBTh",6,"4500","not sure","not sure",40,0,2,5,2,4,5,2,50,75,"negOutgroup","neg",3,4.3,5.2,1,3.05882352941176,0,"dem",8,4,4,72,65
"138",138,"R_23TNAzZNRqT99um",7,"23","10","15",27,0,4,7,1,5,7,7,76,64,"negIngroup","neg",2,4.1,3.9,1,2.94117647058824,0,"dem",10,6,4,77,60
"139",139,"R_23TuGCgBf2qt8Ph",6,"7,117","50","5000",36,1,4,7,1,1,1,4,50,60,"posIngroup","pos",1,4.9,4.6,0,4.76470588235294,0,"dem",3,2,1,60,50
